Year,ST,STATE,OCC_CODE,OCC_TITLE,TOT_EMP,LOC_Q,H_MEAN,A_MEAN
2018,MI,Michigan,15-1134,Web Developers,"2,690",0.71,32.21,"67,000"
2018,MI,Michigan,15-1141,Database Administrators,"2,820",0.86,40.34,"83,900"
2018,MI,Michigan,15-1142,Network and Computer Systems Administrators,"7,240",0.66,37.30,"77,580"
2018,MI,Michigan,15-1143,Computer Network Architects,"3,300",0.73,48.42,"100,710"
2018,MI,Michigan,15-1151,Computer User Support Specialists,"19,090",1.01,24.35,"50,640"
2018,MI,Michigan,15-1152,Computer Network Support Specialists,"2,780",0.51,29.07,"60,470"
2018,MI,Michigan,15-1199,"Computer Occupations, All Other","10,900",0.96,36.73,"76,400"
2018,MN,Minnesota,15-0000,Computer and Mathematical Occupations,"96,020",1.11,42.00,"87,350"
2018,MN,Minnesota,15-1111,Computer and Information Research Scientists,240,0.41,62.45,"129,890"
2018,MN,Minnesota,15-1121,Computer Systems Analysts,"18,710",1.61,44.67,"92,920"
2018,MN,Minnesota,15-1122,Information Security Analysts,"2,690",1.25,46.65,"97,040"
2018,MN,Minnesota,15-1131,Computer Programmers,"4,520",0.99,41.69,"86,710"
2018,MN,Minnesota,15-1132,"Software Developers, Applications","19,970",1.12,46.52,"96,750"
2018,MN,Minnesota,15-1133,"Software Developers, Systems Software","6,460",0.80,53.11,"110,460"
2018,MN,Minnesota,15-1134,Web Developers,"2,780",1.10,38.31,"79,690"
2018,MN,Minnesota,15-1141,Database Administrators,"2,210",1.01,43.80,"91,110"
2018,MN,Minnesota,15-1142,Network and Computer Systems Administrators,"7,610",1.05,41.16,"85,620"
2018,MN,Minnesota,15-1143,Computer Network Architects,"3,150",1.04,53.04,"110,330"
2018,MN,Minnesota,15-1151,Computer User Support Specialists,"12,910",1.03,26.71,"55,560"
2018,MN,Minnesota,15-1152,Computer Network Support Specialists,"3,970",1.10,29.87,"62,130"
2018,MN,Minnesota,15-1199,"Computer Occupations, All Other","6,200",0.82,39.26,"81,650"
2018,MS,Mississippi,15-0000,Computer and Mathematical Occupations,"12,380",0.36,33.62,"69,920"
2018,MS,Mississippi,15-1111,Computer and Information Research Scientists,340,1.44,46.09,"95,860"
2018,MS,Mississippi,15-1121,Computer Systems Analysts,"2,010",0.44,32.11,"66,790"
2018,MS,Mississippi,15-1122,Information Security Analysts,340,0.40,35.36,"73,550"
2018,MS,Mississippi,15-1131,Computer Programmers,880,0.49,35.55,"73,940"
2018,MS,Mississippi,15-1132,"Software Developers, Applications",910,0.13,41.09,"85,470"
2018,MS,Mississippi,15-1133,"Software Developers, Systems Software",950,0.30,41.52,"86,360"
2018,MS,Mississippi,15-1134,Web Developers,280,0.28,30.67,"63,800"
2018,MS,Mississippi,15-1141,Database Administrators,400,0.47,36.07,"75,020"
2018,MS,Mississippi,15-1142,Network and Computer Systems Administrators,"1,270",0.45,36.06,"75,000"
2018,MS,Mississippi,15-1143,Computer Network Architects,400,0.34,43.05,"89,550"
2018,MS,Mississippi,15-1151,Computer User Support Specialists,"2,490",0.51,22.44,"46,670"
2018,MS,Mississippi,15-1152,Computer Network Support Specialists,"1,020",0.72,31.78,"66,110"
2018,MS,Mississippi,15-1199,"Computer Occupations, All Other",670,0.22,39.08,"81,280"
2018,MO,Missouri,15-0000,Computer and Mathematical Occupations,"88,360",1.04,37.70,"78,420"
2018,MO,Missouri,15-1111,Computer and Information Research Scientists,240,0.41,46.54,"96,810"
2018,MO,Missouri,15-1121,Computer Systems Analysts,"12,570",1.10,40.25,"83,720"
2018,MO,Missouri,15-1122,Information Security Analysts,"2,850",1.36,43.85,"91,210"
2018,MO,Missouri,15-1131,Computer Programmers,"5,630",1.26,36.79,"76,530"
2018,MO,Missouri,15-1132,"Software Developers, Applications","15,380",0.88,45.14,"93,880"
2018,MO,Missouri,15-1133,"Software Developers, Systems Software","6,440",0.82,45.26,"94,140"
2018,MO,Missouri,15-1134,Web Developers,"3,310",1.34,31.29,"65,090"
2018,MO,Missouri,15-1141,Database Administrators,"2,770",1.30,41.66,"86,660"
2018,MO,Missouri,15-1142,Network and Computer Systems Administrators,"7,620",1.07,39.50,"82,160"
2018,MO,Missouri,15-1143,Computer Network Architects,"2,880",0.97,48.02,"99,880"
2018,MO,Missouri,15-1151,Computer User Support Specialists,"13,140",1.08,22.89,"47,600"
2018,MO,Missouri,15-1152,Computer Network Support Specialists,"5,720",1.63,26.88,"55,910"
2018,MO,Missouri,15-1199,"Computer Occupations, All Other","7,010",0.95,39.72,"82,610"
2018,MT,Montana,15-0000,Computer and Mathematical Occupations,"8,660",0.62,31.44,"65,390"
2018,MT,Montana,15-1121,Computer Systems Analysts,640,0.34,36.72,"76,380"
2018,MT,Montana,15-1122,Information Security Analysts,120,0.35,31.15,"64,790"
2018,MT,Montana,15-1131,Computer Programmers,650,0.88,45.42,"94,480"
2018,MT,Montana,15-1132,"Software Developers, Applications",990,0.34,41.89,"87,120"
2018,MT,Montana,15-1133,"Software Developers, Systems Software",690,0.54,37.29,"77,560"
2018,MT,Montana,15-1134,Web Developers,510,1.25,23.80,"49,510"
2018,MT,Montana,15-1141,Database Administrators,240,0.69,33.30,"69,270"
2018,MT,Montana,15-1142,Network and Computer Systems Administrators,600,0.51,31.14,"64,780"
2018,MT,Montana,15-1143,Computer Network Architects,230,0.47,42.56,"88,520"
2018,MT,Montana,15-1151,Computer User Support Specialists,"2,710",1.34,22.14,"46,060"
2018,MT,Montana,15-1152,Computer Network Support Specialists,370,0.64,25.93,"53,930"
2018,MT,Montana,15-1199,"Computer Occupations, All Other",700,0.58,32.90,"68,430"
2018,NE,Nebraska,15-0000,Computer and Mathematical Occupations,"30,550",1.03,37.15,"77,270"
2018,NE,Nebraska,15-1111,Computer and Information Research Scientists,30,0.16,41.54,"86,400"
2018,NE,Nebraska,15-1121,Computer Systems Analysts,"3,800",0.96,37.14,"77,240"
2018,NE,Nebraska,15-1122,Information Security Analysts,670,0.92,40.64,"84,540"
2018,NE,Nebraska,15-1131,Computer Programmers,"2,430",1.56,36.80,"76,540"
2018,NE,Nebraska,15-1132,"Software Developers, Applications","4,740",0.78,42.21,"87,800"
2018,NE,Nebraska,15-1133,"Software Developers, Systems Software","2,880",1.05,45.49,"94,620"
2018,NE,Nebraska,15-1134,Web Developers,800,0.94,28.12,"58,500"
2018,NE,Nebraska,15-1141,Database Administrators,860,1.16,39.69,"82,550"
2018,NE,Nebraska,15-1142,Network and Computer Systems Administrators,"2,800",1.13,37.80,"78,620"
2018,NE,Nebraska,15-1143,Computer Network Architects,"1,250",1.21,47.32,"98,430"
2018,NE,Nebraska,15-1151,Computer User Support Specialists,"3,560",0.83,23.87,"49,660"
2018,NE,Nebraska,15-1152,Computer Network Support Specialists,"2,150",1.75,26.87,"55,890"
2018,NE,Nebraska,15-1199,"Computer Occupations, All Other","2,980",1.15,41.46,"86,230"
2018,NV,Nevada,15-0000,Computer and Mathematical Occupations,"20,150",0.49,37.96,"78,960"
2018,NV,Nevada,15-1111,Computer and Information Research Scientists,40,0.15,49.55,"103,070"
2018,NV,Nevada,15-1121,Computer Systems Analysts,"1,750",0.32,38.74,"80,580"
2018,NV,Nevada,15-1122,Information Security Analysts,510,0.51,43.04,"89,530"
2018,NV,Nevada,15-1131,Computer Programmers,900,0.42,38.74,"80,580"
2018,NV,Nevada,15-1132,"Software Developers, Applications","3,900",0.46,50.79,"105,640"
2018,NV,Nevada,15-1133,"Software Developers, Systems Software","1,050",0.28,48.32,"100,510"
2018,NV,Nevada,15-1134,Web Developers,680,0.58,28.52,"59,320"
2018,NV,Nevada,15-1141,Database Administrators,600,0.59,42.94,"89,320"
2018,NV,Nevada,15-1142,Network and Computer Systems Administrators,"1,500",0.44,40.54,"84,330"
2018,NV,Nevada,15-1143,Computer Network Architects,640,0.45,50.17,"104,350"
2018,NV,Nevada,15-1151,Computer User Support Specialists,"3,830",0.65,24.68,"51,330"
2018,NV,Nevada,15-1152,Computer Network Support Specialists,"1,660",0.98,28.07,"58,380"
2018,NV,Nevada,15-1199,"Computer Occupations, All Other","2,600",0.73,34.91,"72,610"
2018,NH,New Hampshire,15-0000,Computer and Mathematical Occupations,"21,660",1.10,45.04,"93,680"
2018,NH,New Hampshire,15-1111,Computer and Information Research Scientists,30,0.23,61.65,"128,240"
2018,NH,New Hampshire,15-1121,Computer Systems Analysts,"2,510",0.95,45.01,"93,620"
2018,NH,New Hampshire,15-1122,Information Security Analysts,490,1.01,48.48,"100,850"
2018,NH,New Hampshire,15-1131,Computer Programmers,"1,350",1.30,36.38,"75,680"
2018,NH,New Hampshire,15-1132,"Software Developers, Applications","6,540",1.61,53.24,"110,740"
2018,NH,New Hampshire,15-1133,"Software Developers, Systems Software","1,510",0.82,60.96,"126,790"
2018,NH,New Hampshire,15-1134,Web Developers,630,1.10,32.16,"66,890"
2018,NH,New Hampshire,15-1141,Database Administrators,340,0.69,46.09,"95,880"
2018,NH,New Hampshire,15-1142,Network and Computer Systems Administrators,"2,380",1.44,42.18,"87,720"
2018,NH,New Hampshire,15-1143,Computer Network Architects,420,0.60,59.29,"123,310"
2018,NH,New Hampshire,15-1151,Computer User Support Specialists,"3,190",1.12,25.17,"52,360"
2018,NH,New Hampshire,15-1152,Computer Network Support Specialists,490,0.59,32.80,"68,210"
2018,NH,New Hampshire,15-1199,"Computer Occupations, All Other","1,010",0.59,54.06,"112,440"
2018,NJ,New Jersey,15-0000,Computer and Mathematical Occupations,"144,240",1.18,48.75,"101,390"
2018,NJ,New Jersey,15-1111,Computer and Information Research Scientists,"1,080",1.29,61.26,"127,420"
2018,NJ,New Jersey,15-1121,Computer Systems Analysts,"13,710",0.83,51.70,"107,540"
2018,NJ,New Jersey,15-1122,Information Security Analysts,"3,480",1.15,58.46,"121,600"
2018,NJ,New Jersey,15-1131,Computer Programmers,"9,930",1.54,41.23,"85,750"
2018,NJ,New Jersey,15-1132,"Software Developers, Applications","46,930",1.86,51.75,"107,640"
2018,NJ,New Jersey,15-1133,"Software Developers, Systems Software","8,960",0.79,59.31,"123,370"
2018,NJ,New Jersey,15-1134,Web Developers,"3,320",0.93,40.63,"84,500"
2018,NJ,New Jersey,15-1141,Database Administrators,"4,140",1.34,52.96,"110,160"
2018,NJ,New Jersey,15-1142,Network and Computer Systems Administrators,"12,370",1.21,47.63,"99,070"
2018,NJ,New Jersey,15-1143,Computer Network Architects,"5,160",1.21,59.77,"124,310"
2018,NJ,New Jersey,15-1151,Computer User Support Specialists,"13,910",0.79,31.38,"65,260"
2018,NJ,New Jersey,15-1152,Computer Network Support Specialists,"6,300",1.24,40.81,"84,890"
2018,NJ,New Jersey,15-1199,"Computer Occupations, All Other","9,770",0.92,47.70,"99,210"
2018,NM,New Mexico,15-0000,Computer and Mathematical Occupations,"15,520",0.63,37.90,"78,830"
2018,NM,New Mexico,15-1111,Computer and Information Research Scientists,770,4.55,65.56,"136,370"
2018,NM,New Mexico,15-1121,Computer Systems Analysts,"1,670",0.51,40.70,"84,660"
2018,NM,New Mexico,15-1122,Information Security Analysts,820,1.35,51.13,"106,360"
2018,NM,New Mexico,15-1131,Computer Programmers,610,0.47,34.99,"72,770"
2018,NM,New Mexico,15-1132,"Software Developers, Applications","1,420",0.28,*,*
2018,NM,New Mexico,15-1133,"Software Developers, Systems Software","1,690",0.74,45.53,"94,690"
2018,NM,New Mexico,15-1134,Web Developers,270,0.37,29.55,"61,470"
2018,NM,New Mexico,15-1141,Database Administrators,410,0.67,38.59,"80,270"
2018,NM,New Mexico,15-1142,Network and Computer Systems Administrators,"1,820",0.89,36.87,"76,700"
2018,NM,New Mexico,15-1143,Computer Network Architects,590,0.69,53.47,"111,210"
2018,NM,New Mexico,15-1151,Computer User Support Specialists,"2,250",0.64,20.77,"43,190"
2018,NM,New Mexico,15-1152,Computer Network Support Specialists,"1,450",1.43,28.46,"59,190"
2018,NM,New Mexico,15-1199,"Computer Occupations, All Other","1,250",0.58,38.24,"79,540"
2018,NY,New York,15-0000,Computer and Mathematical Occupations,"264,620",0.93,46.79,"97,320"
2018,NY,New York,15-1111,Computer and Information Research Scientists,"1,430",0.73,63.08,"131,220"
2018,NY,New York,15-1121,Computer Systems Analysts,"44,030",1.15,51.12,"106,320"
2018,NY,New York,15-1122,Information Security Analysts,"6,930",0.99,58.65,"122,000"
2018,NY,New York,15-1131,Computer Programmers,"15,380",1.03,43.87,"91,250"
2018,NY,New York,15-1132,"Software Developers, Applications","52,640",0.90,56.17,"116,830"
2018,NY,New York,15-1133,"Software Developers, Systems Software","19,690",0.75,55.35,"115,120"
2018,NY,New York,15-1134,Web Developers,"12,030",1.46,38.40,"79,880"
2018,NY,New York,15-1141,Database Administrators,"7,100",0.99,47.60,"99,000"
2018,NY,New York,15-1142,Network and Computer Systems Administrators,"25,940",1.09,45.64,"94,940"
2018,NY,New York,15-1143,Computer Network Architects,"8,660",0.87,54.47,"113,300"
2018,NY,New York,15-1151,Computer User Support Specialists,"45,190",1.10,28.92,"60,160"
2018,NY,New York,15-1152,Computer Network Support Specialists,"12,930",1.10,38.08,"79,200"
2018,NY,New York,15-1199,"Computer Occupations, All Other",**,**,43.63,"90,750"
2018,NC,North Carolina,15-0000,Computer and Mathematical Occupations,"135,130",1.02,42.13,"87,630"
2018,NC,North Carolina,15-1111,Computer and Information Research Scientists,140,0.15,52.15,"108,460"
2018,NC,North Carolina,15-1121,Computer Systems Analysts,"26,110",1.47,44.94,"93,480"
2018,NC,North Carolina,15-1122,Information Security Analysts,"3,570",1.09,50.20,"104,430"
2018,NC,North Carolina,15-1131,Computer Programmers,"6,210",0.89,45.46,"94,570"
2018,NC,North Carolina,15-1132,"Software Developers, Applications","30,580",1.12,49.65,"103,280"
2018,NC,North Carolina,15-1133,"Software Developers, Systems Software","7,070",0.58,50.85,"105,760"
2018,NC,North Carolina,15-1134,Web Developers,"3,320",0.86,35.39,"73,610"
2018,NC,North Carolina,15-1141,Database Administrators,"2,870",0.86,44.30,"92,140"
2018,NC,North Carolina,15-1142,Network and Computer Systems Administrators,"11,690",1.05,40.80,"84,870"
2018,NC,North Carolina,15-1143,Computer Network Architects,"4,730",1.02,51.94,"108,040"
2018,NC,North Carolina,15-1151,Computer User Support Specialists,"22,860",1.20,25.24,"52,510"
2018,NC,North Carolina,15-1152,Computer Network Support Specialists,"5,310",0.97,31.33,"65,160"
2018,NC,North Carolina,15-1199,"Computer Occupations, All Other","5,940",0.51,42.62,"88,650"
2018,ND,North Dakota,15-0000,Computer and Mathematical Occupations,"8,050",0.64,33.34,"69,350"
2018,ND,North Dakota,15-1121,Computer Systems Analysts,720,0.43,36.59,"76,110"
2018,ND,North Dakota,15-1122,Information Security Analysts,200,0.65,38.43,"79,940"
2018,ND,North Dakota,15-1131,Computer Programmers,700,1.05,36.63,"76,180"
2018,ND,North Dakota,15-1132,"Software Developers, Applications","1,120",0.43,38.76,"80,620"
2018,ND,North Dakota,15-1133,"Software Developers, Systems Software",460,0.40,36.07,"75,030"
2018,ND,North Dakota,15-1134,Web Developers,230,0.63,28.41,"59,090"
2018,ND,North Dakota,15-1141,Database Administrators,150,0.47,34.27,"71,290"
2018,ND,North Dakota,15-1142,Network and Computer Systems Administrators,680,0.64,34.22,"71,180"
2018,ND,North Dakota,15-1143,Computer Network Architects,160,0.36,45.55,"94,750"
2018,ND,North Dakota,15-1151,Computer User Support Specialists,"1,760",0.97,25.49,"53,020"
2018,ND,North Dakota,15-1152,Computer Network Support Specialists,710,1.36,31.08,"64,640"
2018,ND,North Dakota,15-1199,"Computer Occupations, All Other",930,0.85,34.01,"70,730"
2018,OH,Ohio,15-0000,Computer and Mathematical Occupations,"150,790",0.92,39.46,"82,080"
2018,OH,Ohio,15-1111,Computer and Information Research Scientists,480,0.43,54.08,"112,490"
2018,OH,Ohio,15-1121,Computer Systems Analysts,"29,010",1.32,42.99,"89,420"
2018,OH,Ohio,15-1122,Information Security Analysts,"3,530",0.87,45.08,"93,770"
2018,OH,Ohio,15-1131,Computer Programmers,"5,150",0.60,36.02,"74,930"
2018,OH,Ohio,15-1132,"Software Developers, Applications","35,100",1.04,45.72,"95,090"
2018,OH,Ohio,15-1133,"Software Developers, Systems Software","5,400",0.36,48.83,"101,570"
2018,OH,Ohio,15-1134,Web Developers,"4,100",0.86,31.11,"64,700"
2018,OH,Ohio,15-1141,Database Administrators,"3,590",0.87,42.95,"89,330"
2018,OH,Ohio,15-1142,Network and Computer Systems Administrators,"12,090",0.88,38.70,"80,500"
2018,OH,Ohio,15-1143,Computer Network Architects,"4,780",0.84,46.75,"97,250"
2018,OH,Ohio,15-1151,Computer User Support Specialists,"20,780",0.88,24.13,"50,180"
2018,OH,Ohio,15-1152,Computer Network Support Specialists,"8,320",1.23,29.28,"60,900"
2018,OH,Ohio,15-1199,"Computer Occupations, All Other","12,160",0.85,39.64,"82,440"
2018,OK,Oklahoma,15-0000,Computer and Mathematical Occupations,"30,540",0.63,34.39,"71,540"
2018,OK,Oklahoma,15-1111,Computer and Information Research Scientists,510,1.55,40.42,"84,070"
2018,OK,Oklahoma,15-1121,Computer Systems Analysts,"3,280",0.51,38.44,"79,950"
2018,OK,Oklahoma,15-1122,Information Security Analysts,830,0.69,39.38,"81,900"
2018,OK,Oklahoma,15-1131,Computer Programmers,"1,530",0.60,39.95,"83,090"
2018,OK,Oklahoma,15-1132,"Software Developers, Applications","4,320",0.43,41.52,"86,360"
2018,OK,Oklahoma,15-1133,"Software Developers, Systems Software","1,700",0.38,43.37,"90,200"
2018,OK,Oklahoma,15-1134,Web Developers,630,0.45,28.98,"60,280"
2018,OK,Oklahoma,15-1141,Database Administrators,"1,520",1.25,35.63,"74,110"
2018,OK,Oklahoma,15-1142,Network and Computer Systems Administrators,"2,950",0.73,35.16,"73,130"
2018,OK,Oklahoma,15-1143,Computer Network Architects,810,0.48,41.91,"87,160"
2018,OK,Oklahoma,15-1151,Computer User Support Specialists,"6,550",0.94,22.46,"46,710"
2018,OK,Oklahoma,15-1152,Computer Network Support Specialists,"2,440",1.22,30.33,"63,080"
2018,OK,Oklahoma,15-1199,"Computer Occupations, All Other","2,580",0.61,37.73,"78,490"
2018,OR,Oregon,15-0000,Computer and Mathematical Occupations,"53,550",0.94,40.93,"85,140"
2018,OR,Oregon,15-1111,Computer and Information Research Scientists,230,0.58,62.61,"130,220"
2018,OR,Oregon,15-1121,Computer Systems Analysts,"5,660",0.74,43.00,"89,440"
2018,OR,Oregon,15-1122,Information Security Analysts,820,0.58,44.53,"92,620"
2018,OR,Oregon,15-1131,Computer Programmers,"2,570",0.86,38.21,"79,470"
2018,OR,Oregon,15-1132,"Software Developers, Applications","15,610",1.33,49.01,"101,940"
2018,OR,Oregon,15-1133,"Software Developers, Systems Software","2,560",0.48,50.36,"104,760"
2018,OR,Oregon,15-1134,Web Developers,"2,050",1.24,33.06,"68,760"
2018,OR,Oregon,15-1141,Database Administrators,"1,340",0.94,44.30,"92,150"
2018,OR,Oregon,15-1142,Network and Computer Systems Administrators,"3,980",0.83,39.44,"82,020"
2018,OR,Oregon,15-1143,Computer Network Architects,"1,000",0.50,52.40,"108,990"
2018,OR,Oregon,15-1151,Computer User Support Specialists,"7,980",0.97,25.66,"53,380"
2018,OR,Oregon,15-1152,Computer Network Support Specialists,"1,610",0.68,28.71,"59,720"
2018,OR,Oregon,15-1199,"Computer Occupations, All Other","6,000",1.21,38.27,"79,610"
2018,PA,Pennsylvania,15-0000,Computer and Mathematical Occupations,"158,420",0.89,40.77,"84,800"
2018,PA,Pennsylvania,15-1111,Computer and Information Research Scientists,410,0.34,51.76,"107,660"
2018,PA,Pennsylvania,15-1121,Computer Systems Analysts,"21,910",0.92,46.15,"95,990"
2018,PA,Pennsylvania,15-1122,Information Security Analysts,"2,960",0.68,46.93,"97,620"
2018,PA,Pennsylvania,15-1131,Computer Programmers,"8,990",0.97,41.25,"85,800"
2018,PA,Pennsylvania,15-1132,"Software Developers, Applications","28,260",0.77,46.33,"96,370"
2018,PA,Pennsylvania,15-1133,"Software Developers, Systems Software","8,810",0.54,49.77,"103,520"
